,Text,Emotion
9201,يارب بشرى تشبه المطر وفرحة تمحو كل حزن  وفرج لكل صابر  وشفاء لكل مريض  واستجابة لكل دعاء  إنك على كل شيء قدير,SADNESS
9228,لله درك  أوجعتهم وقهرتهم وأذليتهم عسيري يرد علي ايران,SADNESS
9231,من كثر ما صوتي من الفرقى حزين  أحس بـ إن الدمع من صوتي نزل,SADNESS
9347,اصعب شئ في الحياة  تتعرف على واحد قم يصير اقرب الناس لك  وفجأه يتغير عليك الصداقة,SURPRISE
9349,أنا ترا جدا حزين حزين وبـ صدري كلام ودي تطيح الدمعتـين وأغمض عيوني وأنام,SADNESS
9432,لاللهم أرحمه وأغفرله وثبته عند السؤال وأربط على قلوبنا الصبر والسلوان يارب لاحول ولاقوة إلا بالله الفجيره حزينة,SADNESS
9433,يعلها انشالله تطيح من سابع سما الوصخه يالسه تصور ولا جنه ف شي,DISGUST
9435,مسا الذكريات اللي بليا صوت تجي فجأه كذا و تهد صاحبها,SURPRISE
9462,نسيم الليل انا في وجهك من الحزن و التذكار لا تسري بي تحت جنح العتيم و خاطري ضايق,SADNESS
9476,مشكلتي أني أحببت رجلا سيئالا يهتم حين أحزن ولا يهتم لوعوده التي قطعها لييخبرني أنه يحبني ومؤمنة بذلكوتركني لأنه يحب أخرى,SADNESS
9550,مذهب حقير,ANGER
9555,اللهم أرحمه وأغفرله وثبته عند السؤال وأربط على قلوبنا الصبر والسلوان يارب لاحول ولاقوة إلا بالله الفجيره حزينة,SADNESS
9590,على صوتك يموت الحزن ولو كان الحزن طاغي,SADNESS
9604,اللي صراحه غثيثين مشاهير الشرقيه فعلا ثقاله دم واحيان تتسائل كيف صاروا مشاهير,SADNESS
9606,ذهبت فتاة تشتري فستان فأعجبها حذاء فأشترت حقيبه هكذا هن النساء ويجيك واحد يقول ادور وحده اتزوجها ابيها تفهمني اهي خلها تفهم روحها اول,SURPRISE
9616,الله يلعني اذا باقي التفت لقلبي واعطيته وجه,ANGER
9621,ضمني لو حسيت الحزن فيني انا واحد صعب يقول وش فيه,SADNESS
9676,فكركم وصخ,DISGUST
9678,يسألونك كيف حالك وينتظرون الإجابة بكل جدية يا للهول كم من الغدر يكمن في هذا الاهتمام المزيف باولو سورنتينو كلهم على حق,SURPRISE
9722,نصيته وأنا صدري من الحزن فيه وفيه وصديت العنا وأقفيت ماني بـ متعافي,SADNESS
9741,لا و العجيب انه اسلاميين غير سعوديين ما يعرفون من القنوات الا عجيب و الله هههههه هامتهم سمعة السعودية,FEAR
9744,سلوبك غبي جاهله اطلعي من منشني,ANGER
9768,لا توجد سعادة دائمة ولا حزن باق كلها فواصل لمراحل جديدة فابتسم لأجملها وتجاهل أتعسها,SADNESS
9774,معلومه ماتفيدكم علفكره اختي الكبيره وابوي اكثر ناس زاقين بجوي ومنغصين علي حياتي بعدين يجون باقي العايله بعدهم,FEAR
9827,تصيبك المرارة ويهيمن عليك الاكتئاب وقدر من الحزن حين تعلم عن وجود الآلاف من اللغات ينطق بها الانسان المنحط والحيوان,SADNESS
9831,أجمل ماقيل عن الصداقة حزن واحد يحمله قلبان,SADNESS
9870,اكلم صديقتي الأمريكية وتقولي عن اعيالها ان زاعجينها حاليا ابي اهديها واقولها يحليلهم الله يهديهم جان اقوله جني قهرتها زود,SADNESS
9896,الله يلعن الزعل,ANGER
9909,شاب لون الرأس والفكر مطنوخ عزالله يعز من جابتك وقتك ثمين وعطيتة البقس بشموخ خل القهر يطحس طواحين من يباغتك  عسيري يرد علي ايران,SADNESS
9913,اكلم صديقتي الأمريكية جان تقولي إن عيالها زاعجينها وايد ابي اقولها يحليلهم الله يهديهم قلتلها جني قهرتها زود,SADNESS
9949,و يرحل هالحزن كل ما لفى صوتك كأن الله مسخر صوتك لـ حزني,SADNESS
9966,كنتروووول اهاااات حزينه بليززز حياتك,SADNESS
10022,ابتسم محد لحزنك حزين,SADNESS
10067,الرياض الانالمطر تأثيره غريب يزيدك فرح إن كنت سعيد ويبكيك إن كنت حزين  فهو رحمه من الله تلامس القلوب قبل تراب الأرض,SADNESS
10112,كانوا لا يستحقونك فأبعدهم الله عنك فلماذا تحزن,SADNESS
10119,إكتب لنا بسمة طويلة وحزنا زائلا وقلبا قويا بك يالله,SADNESS
10122,اه ما ازق الرياض اول الليل,DISGUST
10153,تستهبلين بصورة العرض,SURPRISE
10362,محزن ان يكون هدف الشركات الناشئة المحلية في افضل تقدير نجاح لها ان يتم استحواذها من شركات كبرى,SADNESS
10403,أعجبتني أرح نفسك ففي الناس أبدال وفي الترك راحة  وفي القلب صبر للحبيب ولو جفا الإمام الشافعي,SURPRISE
10417,ما اهبل منك الا دغيس اللي يرد عليك,SURPRISE
10449,كفو  بس تراه يبين مع الغبار أنه وصخ,DISGUST
10518,ابتسم لعل الحزن يخجل من جمال مبسمك ويزول,SADNESS
10533,لا شيء يستحق الحزن دع الحزن للحمقى,SADNESS
10590,فيني حكي جدا حزين  عيت حروفي تكتبه,SADNESS
10594,ياربي هو ابي وحبيبي لاتريني فيه بأس يبكيني واحفظه بعينك التي لا تنام,SADNESS
10658,المفروض حزنك على تقصيرك مع ربك مو على أشخاص  لا تودي ولا تجيب,SADNESS
10665,يا وليفي والله اني من الفرقآ حزين يوم قفى بك نصيبك وانا عيني ترى,SADNESS
10671,عرب الشمال الى الان يحسبون اننا بصحراء عايشين في جهل او انهم يكابرون بالموضوع الدول المتخلفة ليس على شعبها حرج,ANGER
10788,متخلفييين ايفري ووييير,ANGER
10790,الجزء الحلو بحياتي الفاصل مابين الحزن وبين قلبيحلوتي اللي قادره تمحي علي مر الحياة,SADNESS
10909,صوص ناندوز شي ثاني عجيب ناندوز,FEAR
10927,ماقصرتي قلتي كثر مايجي الرياض مطر,JOY
10946,وما أقسى من البعد إلا ان تبتعد مجبورا,SADNESS
10957,عسيري يرد علي ايران شوية بزارين مدفوع لهم وملعوب عليهم ليعترضوا بطل عاصفة الحزم لكن الأيام دول,SADNESS
11020,ياللي عشت معك بدنيتي اجمل لحظات بحياتي ماقصرت معك وبصدق هويت بداخلي لك شعور حي مابعد مات حتى وانت بحقي كثير اخطيت,JOY
11036,الرياض الان ربي كما غسلت الرياض بجمال مطرك أمطر على كل مريض بالشفاء وعلى كل ميت بالرحمة  وعلى كل مهموم بالفرج  وعلى كل حزين بالفرح,SADNESS
11101,ربي علمني كيف آعفو ولآ تعلمني كيف آقسو ربي آعطني آبتسآمة لآ تغيب وحزن لآ يدوم فـ إنكـ ٱلوحيد من يقول كن فيكون,SADNESS
11105,غزغز حبيبة الكلتهبلين وحنونه وشعرك يجنن ماشاءالله,SURPRISE
11146,بخصوص اللي عندي فالتايم لاين يسمعون حفلة عبدالمجيد ويكتبون الكلمات هني شهالهبل كلش ماله داعي تكتبون الكلمات وأنتو تسمعون الحفله,SURPRISE
11176,الرياض الان مداوم قهرتوني يا عيال بلدتي الجميلة,SADNESS
11216,انت بشر غير عادي فيك الجمال العجيب,FEAR
11226,نهج الزعامة ماضي من سنين ارسى اركانه ابوفهد الحزم عسيري يرد على ايران,SADNESS
11230,عسيري يرد علي ايران يهاجمونه وهم خايفين مسبب لهم ازمه خوف قويه المقطع يشرح كمية الخوف فيهم  اشهد انهم,FEAR
11268,ربي انه أبي حبيبي وعزوتي وقدوتي فلا ترني فيه بأسا يبكيني واحفظه لي واحميه يارب,SADNESS
11277,القائد الفعلي وجندي فريق المجهول ألف تحية لك وألف شكر وكل الدعوات الطيبة ياطيبة الله لا يخلينا,SURPRISE
11303,ربي كماغسلت شوارعنابجمال مطرك امطرعلى المريض بالشفاء والميت بالرحمة والمهموم بالفرج والحزين بالفرح والمظلوم بالنصر وكل متمنيابتحقيق امانيه,SADNESS
11372,لعنبو من خااان والا من تردى في بنيـه حطتـه بين المحاني,ANGER
11397,أبيك إن ثار بك حزنك تجيني جية المحتاج و ذكرني إذا جيتك حزين بـ فزعة أخواني,SADNESS
11490,اقسى نهاية عندي نهاية الفلوس والله تعور,SADNESS
11564,غبي سال بنت ايش اسمك ردت عليه اسماء قالت له وانت ايش اسمك قال لها ارقام صقر,ANGER
11570,الظاهر فيه أحد مطلع عليا إشاعة إني أحب الأغبياء لأن كمية الغباء اللي دخلت حياتي فجأة ما يصدقها عقل,ANGER
11581,وخليك أعمى قدام الأشياء اللي تخرب جوك شفت شي أبدا ظلام,ANGER
11593,ابوهم غبي و متخلف و شين و كل شيء هالشيء مخلصين منه و ما اتوقع احد يختلف عليه,ANGER
11678,على صوتك يموت الحزن  ولو كان الحزن طاغي,SADNESS
11707,يا صاحبي الحياة هنا ليست للبقاء بل للعبور فسنعبرها ولا بد بأفراحنا وأحزاننا وبكل شيء ويكفينا صبرا تذكرنا لما أعده الله للمؤمنين,SADNESS
