,Text,Emotion
24078,مش مكسوفين ده حكم اوسخ من إبراهيم نور الدين بمحطتين,ANGER
24478,يابن الوسخه ياعرص,ANGER
24492,يابضان ياولاد الوسخه,ANGER
24606,الحمدلله انى جريت الفيديو بدل مااتشل من ابن الوسخه اللى عمل الفيديو,ANGER
24740,يابن الجزمة يعرص يابضان,ANGER
24899,ولاد وسخه انا عارفهم,ANGER
25000,دا جزاتي عشان انا بنت كيوت ومبزعلش من حد,SADNESS
25511,حرقوا دم الواحد ولاد الوسخه بس الريال الحمدلله نصفنا ههههههههههههههههههههههههههه,ANGER
25559,بارد ابن الوسخة مفيش انتماء,ANGER
25605,بيضحك ع المهزلة الى هوا فيه بيضحك ع الفرقة الوسخة الى مضى معاهاا بيضحك ع مدرب علق واقف ع الخط بس,ANGER
25756,الليلة نوم مافي طعرصة بس,ANGER
25786,يا اخى انا مشجع ارسنالى وكل مرة بسهر عشان بعشق حاجة اسمها ارسنال بس ما باليد حيلة احنا بقينا جبلات لو خسرنا بالمليون مش فارقة احنا طوب الارض علم علينا كله من كرونكى ابن الوسخة خلى النادى مؤسسة ربحية فقط انما بطولات لا ادارة لا يارب اى ثرى خليجى يشترى النادى او يبيعوا النادى لعثمانوف الروسي اى حاجة اهم حاجة نبعد عن كرونكى وفينجر اى حاجة والله هاتبقى فل وعال ومش هانبقى اسوء من اللى احنا فيه دلوقتى السير لما مشى مشى ومعاه البريمرليج انما انت ضيعت تاريخك كله يابروفسير بجد ضيعت كل تاريخك بقيت انسان ملامح فاضى من جوة,ANGER
25883,ههههههههههه يا انريكي يابنالوسخااااااااا,ANGER
26055,الصفحة دى أكثر صفحة سخيفة حاجة تقل دم وسخافة ما حصلتش وهما قاصدين كده لنشر السخافة وتقل الدم,ANGER
26081,ولو مصحتش بلاقي جردل مآيه ساقعة زالفل ليه يا عم هي مفترية لا أبدا هي بتوفر عليا الشاور بس,SADNESS
26153,الاندلس الجغرافيا,ANGER
26220,ههههههههه دا كان فيلم رعب ياعم و الغريبة انك برضه مصحتش,SADNESS
26259,المرة الجاية لو مصحتش هقتلك,SADNESS
26727,متزعلش علي لبوه,SADNESS
26760,نسيت تكتب يا بنت الوسخه,ANGER
26824,خودي قلبي يبنتلوسخة,ANGER
26836,مش هتضحك غير لما تكون شفت مرتضى وهو بيقولها,JOY
26881,استفدت دين ام ايه انا يا بنتالوسخه,ANGER
26895,يا بنت الوسخه ياللى امك وسخه,ANGER
26897,يا وسخة يلي امك وسخة هههههههههه,ANGER
26946,اوسخ ما فى الحياه اما تسيبك وتروح للباشا خلى الباشا ينفعها يا عم,ANGER
27052,طب اللى مش بيحب بلحه يجي جنبي هنا الكلام بره عن المعرصين,ANGER
27545,اوسخ حاجه يا ابراهيم انك بتدخل ناس شمال معانا فى الكلام مش عارف و كل واحد عارف تمامو فيه رجاله تتكلم فى الوش وفيه ناس تانيه تمامها كلام و كل واحد ياخد الكلام فى الحته اللى تريحه,ANGER
27891,ههههههههههه دي حاسبه بنت وسخه يا صاحبي,ANGER
28026,اوسخ اجرة بتاعة الا ربع دي,ANGER
28124,كانت حركة بنت وسخة السنة إللي فاتت اتخانقت في السرفيس بسبب الموضوع ده عايزني ألم الأجرة,ANGER
28592,اوسخ موقف تتحط فيه,ANGER
28699,الموبايل كله صورك حاجه تقرف,DISGUST
28893,هههههههه بن الوسخه دي اخرتها اتكلم انتا بقا,ANGER
29177,سيبكوا من الكومنتس صور بروفايلاتكو انتو الاتنين,SADNESS
29225,ما انا سيبكوا خالص اهو,SADNESS
29870,ماخلاص يا وحش ماتقرفناش,DISGUST
29926,انت يابن الوسخه,ANGER
30242,بكرهك ياوسخه بكره اشتري ايفون ولا الحوجه لأمثالك,ANGER
30392,اعلان لشركه اوبو وكسم ده تيليفون ابن وسخه بيهمج وزباله,ANGER
30409,أنتا بالظبط يابن الوسخة,ANGER
30877,ان مكناش ندلع ع بطتنا حنتدلع ع مين,ANGER
30976,انا بكتب بوستات معفنة وتقرف الكلب ادخل صفحتي و لو عجبتك اعمل بلووك,DISGUST
31173,ايوة بتقرفونى اقسم باللة بروح الاقى الفون مليان صوركو,DISGUST
31230,ربنا ميحرمناش منك ولا من موبايلك يا بيكوووو,JOY
31298,ذل ديك أبونا بقى كلها يومين يابن الوسخه,ANGER
31658,ميحرمناش من فونك الجميل دا يا هنونه,JOY
31786,اخرسي و انتي معي,ANGER
31896,ههههههههههههه ابن الوسخة,ANGER
32421,طب اشوفك ماسكة موبايلي تاني ياوسخةة,ANGER
32848,كان بيقول هفاجئك,SURPRISE
33230,كلم ياوسخه كلم,ANGER
33267,متشكرين يا عم,JOY
33364,في البيت مبضون ومخنوق ومش طايق نفسي,SADNESS
33783,لسة متصوره صوره تقرف,DISGUST
34048,الايفون يجي بس وهذلك ياندل ياواطي,ANGER
34094,ده انتي بتقرفيني,DISGUST
34264,الوسخه بزياده الل بتاخد تليفوني تتصور عليه,ANGER
34588,م خلاص ي وحش كرهتني ف التصوير اخرس بقي,ANGER
34928,اه ي وسخه فضحتينا,ANGER
35011,انت لو شوفت الفيديو الاصلي هتضحك اكتر,JOY
35183,ابن وسخة حلال في التهزيق,ANGER
35354,سيبكوا من الكوميديا اللي في الفيديو الفيديو اتعمل فيه شغل عالي اوي,SADNESS
35840,حاجة تقرف فعلا,DISGUST
35898,معلش يا جماعه ع الشتايم دي بس انا مخنوق اوي من الاشكال دي كبار وصغيرين من اعدادي والله بتلاقي البنات دي بس ده ميمنعش ان في بنات محترمه,SADNESS
35920,لما تكون حاجه ملفته ومتخلفه وشكلها وحش كمان بنهزر بيها بي ونتتريق عليهم انما اكيد مش هسيب شغلي او تعليمي واركز ف لبسهم وحواجبهم وبرضو العلم ملهوش دعوه خالص بالعري وواللبس الوسخ ده ده بدماغهم مش بلبسهم,ANGER
35942,حاجه تقرف,DISGUST
35990,خلاص بقا هى سيرة بطلوا تريقة ع البنات يعنى انتوا نازلين م السما يعنى بشعركوا ده اللى بتعملوا فيه البدع وبتحلقوا حلاقات غريبة وتقرف كلب وفاكرينها موضة وروشنة متعرفوش اننا بنستحقركوا,DISGUST
36011,طب ليه شهادة المرأة في الإسلام نصف شهادة الرجل يابنتي انتي بتهبلب وخلاص ولا فاهمة حاجة وعموما ريحي نفسك وبصي علي حال اغلبكم دلوقتي هتقرفي من صنفكم اصلاا,DISGUST
36040,الحواجب اللي شبه الجبنه المثلثات دي تقرف اقسم بالله,DISGUST
36094,يابن الوسخة,ANGER
36150,هههههههههههههههههههههههه اخرسى ملكيش دعوه بيهم,ANGER
36236,هلوسه الجزء الثاني بعد الاقبال الرهيب علي الجزء الاول من هلوسه والي اتجاوز عدد قارئيه خمناشر واحد بعون الله وبلا فخر كسرت الدنيه وفرتكت الفرتكه خت بالك انته من كلمه قارئيه دي  تحسسك اني كاتب في جريده الاهرام لا وتحسسك انك بتقرأ لحد جامد بجدبس انا كنت متخوف فعلا من التجربه دياه متخوف من النقض وان الناس هتشفني مش كاتب ولا نيلهولا حتي انفعبس واحد صحبي من الخمناشر الي قولتلكم عليهم قلي ياعم ولا يهمك  اذا كنت انته مش كاتب فا اكيد احنا مش نقاض  الحقيقه عجبتي الجمله دي اوي  لا وشجعتني اني اكتب اكتر  يلا مليش دعوه  هوه الي هيشل زنبكم وبعد عده ضغوطات من المعجبين والمعجبات قررت اني اكتب الجزء التاني بس ازاي بقا يجيلي نفس الشخص الشرير الي جوايه يأنب فيا يابني ياحبيبي انته بتهبب ايه لا بجد بتهبب ايه كتبلي حجات غريبه واحد مبيخلفش ووحده مبتخلفش وعيل بيبهدل في اهله ايه ياعم انته مجنون هه هه قولي بس انته شارب ايه دي ولا اجزخانه بحلها يلا ايه يابرنس جو ابرهيم الابيض الي انته داخل عليه بيه ده  انا عارف الحقد بيعمل اكتر من كده حقد لا دانته متخلف بجد بقا بقولك ايه يابني امشي من قدامي مش ناقصه فقع مراره انا مش طيأك طب ياعم متزوقش كلعاده مشيت الشرير الي جوايه وفضيت نفسي وقفلت الفيس والواتس وكل ما يتعلق بلترتر نت وتحت اضائه خافته في غرفه هادئه بدأت استرسل احداث الحكايه بااااس انا لقتها انا هعمل حاجه زي مائه عام من العزله واخلي الروايه كلها شخصيات كتير متلخفنه اجنن بيها الي امه دعيه عليه ويقرألي اي حاجه يا هخلي كل شخصيات الروايه شبه بعض بس مش مهم التفصيل دي المهم ان في نهايه الروايه حد يموت نمل يكله ياكل نفسه انا بنفسي اكله مش فرقه المهم اكتب اي هري والسلام هوه انا هخش يعني موسوعه جينيس للقصص الفشيخه طب هوه ليه لازم اعمل حاجه شبه الي قرتهم طب محاول اكتب قصه بجد من دماغي لقتها يامعلم انا اكتب قصه حب جميله اه هيه مهروشه بتاع سبع تلاف مره في كل المسلسلات والافلام بس انا هدخل فيها درامه من نوع تاني لمستي الفنيه بقا همه اتنين بيحبوا بعض اوي لا همه بيعشقوا بعض من ايام الكليه واتفقوا انهم يتجوزووا وفعلا حربوا اهلهم انهم يتجوزا ويعيشوا مع بعض بس شوف القدر بقا ياأخي يحصلهم نفس الي حصل للاتنين الي مبيخلفوش فكرنهم اه الراجل الي كان عندوا التهبات في البروستاته والست الي كان عندها مشكله في الرحم  اه الي خلفوا عيل جاحد دول بس المرادي بقا دول مش هيخلفوا احسن ده كان واد هيقرفهم وهيجننهم زي مانتم شوفتوا قبل كده بس همه اتفقوا انهم يتبنوا عيل من الملجأ ويبقا ابنهم ويربوه ويكبروه ويشاء السميع العليم يامؤمن يطلع الواد نفس الاخلاق الزباله بتاعه الواد التاني فكرينه ويطلع عين الي جيبينه ويكرهم في عشتهم فا الاب ينتحر بعد ماالواد ربط ابوه ادام التلفزون اسبوع  مش دي المشكله المشكله انه كان مشغل التلفزون علي احمد موسي وده الي الراجل مستحملوش مسكين كان بيحب يتفرج علي لميس والام تتشل بسبب انتحار جوزها والواد ينحرف اكتر وينضم لجماعه ارهبيه ايوه من الي مليين البلد اليومين دول اه احنا مبنشفهمش بس موجودين هوه احنا هنفهم اكتر من الكبير ولا ايه  مسا مسا ياكبير بعد مينضم للجماعه هيروح يفجر الملجأ الي اتربه فيه عيل جاحد هنعمل ايه انا بقول من الاول حيوان منوي ابن جزمه ده لا يمكن يكون بتاع انسان ده حيوان منوي من كلب وكلب مشرد وجربان ورجله مقطوعه وملوش ديل كمان يلا ربنا يولع فيهم كلهم يلا افتكوم بعفيه ده لو التفجير مطلكمش لو عجبتكم متابعه,DISGUST
